"Statistic Label","Month","Industry Sector NACE Rev 2","UNIT","VALUE"
"Domestic Industrial Price Index (Excl VAT)","2023 November","Wood and wood products, except furniture (16)","Base Year 2021=100","106.0802065"
"Domestic Industrial Price Index (Excl VAT)","2023 November","Paper and paper products (17)","Base Year 2021=100","105.3266305"
"Domestic Industrial Price Index (Excl VAT)","2023 November","Printing and reproduction of recorded media (18)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2023 November","Coke and refined petroleum products (19)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2023 November","Chemicals and chemical products (20)","Base Year 2021=100","109.9926263"
"Domestic Industrial Price Index (Excl VAT)","2023 November","Basic pharmaceutical products and preparations (21)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2023 November","Rubber and plastic products (22)","Base Year 2021=100","101.2654851"
"Domestic Industrial Price Index (Excl VAT)","2023 November","Other non-metallic mineral products (23)","Base Year 2021=100","128.0391392"
"Domestic Industrial Price Index (Excl VAT)","2023 November","Basic metals (24)","Base Year 2021=100","116.2157406"
"Domestic Industrial Price Index (Excl VAT)","2023 November","Fabricated metal products, except machinery and equipment (25)","Base Year 2021=100","124.6370494"
"Domestic Industrial Price Index (Excl VAT)","2023 November","Computer, electronic and optical products (26)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2023 November","Electrical equipment (27)","Base Year 2021=100","111.3482935"
"Domestic Industrial Price Index (Excl VAT)","2023 November","Machinery and equipment n.e.c. (28)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2023 November","Motor vehicles, trailers and semi-trailers (29)","Base Year 2021=100","111.7717453"
"Domestic Industrial Price Index (Excl VAT)","2023 November","Other transport equipment (30)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2023 November","Furniture (31)","Base Year 2021=100","115.3566987"
"Domestic Industrial Price Index (Excl VAT)","2023 November","Other manufacturing (32)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2023 November","Mining and quarrying (05 to 09)","Base Year 2021=100","101.3049803"
"Domestic Industrial Price Index (Excl VAT)","2023 November","Repair and installation of machinery and equipment (33)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2023 December","Food products (10)","Base Year 2021=100","131.3813095"
"Domestic Industrial Price Index (Excl VAT)","2023 December","Manufacture of beverages (11)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2023 December","Tobacco products (12)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2023 December","Textiles (13)","Base Year 2021=100","108.2859793"
"Domestic Industrial Price Index (Excl VAT)","2023 December","Wearing apparel (14)","Base Year 2021=100","101.8113489"
"Domestic Industrial Price Index (Excl VAT)","2023 December","Leather and related products (15)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2023 December","Wood and wood products, except furniture (16)","Base Year 2021=100","106.0802171"
"Domestic Industrial Price Index (Excl VAT)","2023 December","Paper and paper products (17)","Base Year 2021=100","105.7426217"
"Domestic Industrial Price Index (Excl VAT)","2023 December","Printing and reproduction of recorded media (18)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2023 December","Coke and refined petroleum products (19)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2023 December","Chemicals and chemical products (20)","Base Year 2021=100","112.4536931"
"Domestic Industrial Price Index (Excl VAT)","2023 December","Basic pharmaceutical products and preparations (21)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2023 December","Rubber and plastic products (22)","Base Year 2021=100","101.2654851"
"Domestic Industrial Price Index (Excl VAT)","2023 December","Other non-metallic mineral products (23)","Base Year 2021=100","128.649889"
"Domestic Industrial Price Index (Excl VAT)","2023 December","Basic metals (24)","Base Year 2021=100","116.2156979"
"Domestic Industrial Price Index (Excl VAT)","2023 December","Fabricated metal products, except machinery and equipment (25)","Base Year 2021=100","125.4643429"
"Domestic Industrial Price Index (Excl VAT)","2023 December","Computer, electronic and optical products (26)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2023 December","Electrical equipment (27)","Base Year 2021=100","111.3482935"
"Domestic Industrial Price Index (Excl VAT)","2023 December","Machinery and equipment n.e.c. (28)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2023 December","Motor vehicles, trailers and semi-trailers (29)","Base Year 2021=100","111.7717453"
"Domestic Industrial Price Index (Excl VAT)","2023 December","Other transport equipment (30)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2023 December","Furniture (31)","Base Year 2021=100","115.3566987"
"Domestic Industrial Price Index (Excl VAT)","2023 December","Other manufacturing (32)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2023 December","Mining and quarrying (05 to 09)","Base Year 2021=100","101.3050593"
"Domestic Industrial Price Index (Excl VAT)","2023 December","Repair and installation of machinery and equipment (33)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2024 January","Food products (10)","Base Year 2021=100","134.5060716"
"Domestic Industrial Price Index (Excl VAT)","2024 January","Manufacture of beverages (11)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2024 January","Tobacco products (12)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2024 January","Textiles (13)","Base Year 2021=100","108.2859793"
"Domestic Industrial Price Index (Excl VAT)","2024 January","Wearing apparel (14)","Base Year 2021=100","101.8113489"
"Domestic Industrial Price Index (Excl VAT)","2024 January","Leather and related products (15)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2024 January","Wood and wood products, except furniture (16)","Base Year 2021=100","105.4624533"
"Domestic Industrial Price Index (Excl VAT)","2024 January","Paper and paper products (17)","Base Year 2021=100","105.8025837"
"Domestic Industrial Price Index (Excl VAT)","2024 January","Printing and reproduction of recorded media (18)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2024 January","Coke and refined petroleum products (19)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2024 January","Chemicals and chemical products (20)","Base Year 2021=100","112.6834658"
"Domestic Industrial Price Index (Excl VAT)","2024 January","Basic pharmaceutical products and preparations (21)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2024 January","Rubber and plastic products (22)","Base Year 2021=100","101.2654945"
"Domestic Industrial Price Index (Excl VAT)","2024 January","Other non-metallic mineral products (23)","Base Year 2021=100","129.6759798"
"Domestic Industrial Price Index (Excl VAT)","2024 January","Basic metals (24)","Base Year 2021=100","115.7799257"
"Domestic Industrial Price Index (Excl VAT)","2024 January","Fabricated metal products, except machinery and equipment (25)","Base Year 2021=100","125.1842591"
"Domestic Industrial Price Index (Excl VAT)","2024 January","Computer, electronic and optical products (26)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2024 January","Electrical equipment (27)","Base Year 2021=100","110.8967673"
"Domestic Industrial Price Index (Excl VAT)","2024 January","Machinery and equipment n.e.c. (28)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2024 January","Motor vehicles, trailers and semi-trailers (29)","Base Year 2021=100","111.990701"
"Domestic Industrial Price Index (Excl VAT)","2024 January","Other transport equipment (30)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2024 January","Furniture (31)","Base Year 2021=100","115.3566987"
"Domestic Industrial Price Index (Excl VAT)","2024 January","Other manufacturing (32)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2024 January","Mining and quarrying (05 to 09)","Base Year 2021=100","101.3047545"
"Domestic Industrial Price Index (Excl VAT)","2024 January","Repair and installation of machinery and equipment (33)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2024 February","Food products (10)","Base Year 2021=100","133.697685"
"Domestic Industrial Price Index (Excl VAT)","2024 February","Manufacture of beverages (11)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2024 February","Tobacco products (12)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2024 February","Textiles (13)","Base Year 2021=100","108.2859793"
"Domestic Industrial Price Index (Excl VAT)","2024 February","Wearing apparel (14)","Base Year 2021=100","104.7378253"
"Domestic Industrial Price Index (Excl VAT)","2024 February","Leather and related products (15)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2024 February","Wood and wood products, except furniture (16)","Base Year 2021=100","105.0620874"
"Domestic Industrial Price Index (Excl VAT)","2024 February","Paper and paper products (17)","Base Year 2021=100","105.847399"
"Domestic Industrial Price Index (Excl VAT)","2024 February","Printing and reproduction of recorded media (18)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2024 February","Coke and refined petroleum products (19)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2024 February","Chemicals and chemical products (20)","Base Year 2021=100","113.2722056"
"Domestic Industrial Price Index (Excl VAT)","2024 February","Basic pharmaceutical products and preparations (21)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2024 February","Rubber and plastic products (22)","Base Year 2021=100","101.265497"
"Domestic Industrial Price Index (Excl VAT)","2024 February","Other non-metallic mineral products (23)","Base Year 2021=100","129.559884"
"Domestic Industrial Price Index (Excl VAT)","2024 February","Basic metals (24)","Base Year 2021=100","115.9978118"
"Domestic Industrial Price Index (Excl VAT)","2024 February","Fabricated metal products, except machinery and equipment (25)","Base Year 2021=100","126.615942"
"Domestic Industrial Price Index (Excl VAT)","2024 February","Computer, electronic and optical products (26)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2024 February","Electrical equipment (27)","Base Year 2021=100","110.8967673"
"Domestic Industrial Price Index (Excl VAT)","2024 February","Machinery and equipment n.e.c. (28)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2024 February","Motor vehicles, trailers and semi-trailers (29)","Base Year 2021=100","111.990701"
"Domestic Industrial Price Index (Excl VAT)","2024 February","Other transport equipment (30)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2024 February","Furniture (31)","Base Year 2021=100","114.2826834"
"Domestic Industrial Price Index (Excl VAT)","2024 February","Other manufacturing (32)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2024 February","Mining and quarrying (05 to 09)","Base Year 2021=100","101.304823"
"Domestic Industrial Price Index (Excl VAT)","2024 February","Repair and installation of machinery and equipment (33)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2024 March","Food products (10)","Base Year 2021=100","133.992676"
"Domestic Industrial Price Index (Excl VAT)","2024 March","Manufacture of beverages (11)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2024 March","Tobacco products (12)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2024 March","Textiles (13)","Base Year 2021=100","108.2859793"
"Domestic Industrial Price Index (Excl VAT)","2024 March","Wearing apparel (14)","Base Year 2021=100","104.7378253"
"Domestic Industrial Price Index (Excl VAT)","2024 March","Leather and related products (15)","Base Year 2021=100",""
"Domestic Industrial Price Index (Excl VAT)","2024 March","Wood and wood products, except furniture (16)","Base Year 2021=100","105.0765118"
"Domestic Industrial Price Index (Excl VAT)","2024 March","Paper and paper products (17)","Base Year 2021=100","105.8473325"
"Domestic Industrial Price Index (Excl VAT)","2024 March","Printing and reproduction of recorded media (18)","Base Year 2021=100",""
